2024-10-20 17:42:44.723 +07:00 [INF] Now listening on: https://localhost:7111
2024-10-20 17:42:45.061 +07:00 [INF] Now listening on: http://localhost:5111
2024-10-20 17:42:45.136 +07:00 [INF] Application started. Press Ctrl+C to shut down.
2024-10-20 17:42:45.136 +07:00 [INF] Hosting environment: Development
2024-10-20 17:42:45.136 +07:00 [INF] Content root path: C:\Users\USER\Source\Repos\PurchasingSystemDev\
2024-10-20 17:43:51.642 +07:00 [INF] Application is shutting down...
